2026-01-09 13:09:44 | INFO     | STLDetector | __init__:82 | Logging system initialized
2026-01-09 14:46:47 | INFO     | STLDetector | info:89 | Timestamp: 2026-01-09T14:46:47.624249
2026-01-09 14:46:47 | INFO     | STLDetector | info:89 | Confidence threshold: 0.75
2026-01-09 14:46:47 | INFO     | STLDetector | info:89 | Controls: q=quit, s=save, +/-=adjust confidence
2026-01-09 14:47:42 | INFO     | STLDetector | info:89 | Quit requested by user
2026-01-09 14:47:43 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 14:47:43 | INFO     | STLDetector | info:89 | SYSTEM SHUTDOWN: Normal
2026-01-09 14:47:43 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 14:57:36 | INFO     | STLDetector | __init__:82 | Logging system initialized
2026-01-09 14:57:36 | INFO     | STLDetector | __init__:83 | Log directory: /home/rohit/Desktop/STL/logs
2026-01-09 14:57:37 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 14:57:37 | INFO     | STLDetector | info:89 | STL OBJECT DETECTION SYSTEM STARTING
2026-01-09 14:57:37 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 14:57:37 | INFO     | STLDetector | info:89 | Model: /home/rohit/Desktop/STL/runs/detect/stl_object/weights/best.pt
2026-01-09 14:57:37 | INFO     | STLDetector | info:89 | Camera: RealSense
2026-01-09 14:57:37 | INFO     | STLDetector | info:89 | Timestamp: 2026-01-09T14:57:37.095417
2026-01-09 14:57:37 | INFO     | STLDetector | info:89 | Confidence threshold: 0.75
2026-01-09 14:57:37 | INFO     | STLDetector | info:89 | Controls: q=quit, s=save, +/-=adjust confidence
2026-01-09 14:58:12 | INFO     | STLDetector | info:89 | Quit requested by user
2026-01-09 14:58:12 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 14:58:12 | INFO     | STLDetector | info:89 | SYSTEM SHUTDOWN: Normal
2026-01-09 14:58:12 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 15:15:48 | INFO     | STLDetector | __init__:82 | Logging system initialized
2026-01-09 15:15:48 | INFO     | STLDetector | __init__:83 | Log directory: /home/rohit/Desktop/STL/logs
2026-01-09 15:15:48 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 15:15:48 | INFO     | STLDetector | info:89 | STL OBJECT DETECTION SYSTEM STARTING
2026-01-09 15:15:48 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 15:15:48 | INFO     | STLDetector | info:89 | Model: /home/rohit/Desktop/STL/runs/detect/stl_object/weights/best.pt
2026-01-09 15:15:48 | INFO     | STLDetector | info:89 | Camera: RealSense
2026-01-09 15:15:48 | INFO     | STLDetector | info:89 | Timestamp: 2026-01-09T15:15:48.526636
2026-01-09 15:15:48 | INFO     | STLDetector | info:89 | Confidence threshold: 0.65
2026-01-09 15:15:48 | INFO     | STLDetector | info:89 | Controls: q=quit, s=save, +/-=adjust confidence
2026-01-09 15:18:12 | INFO     | STLDetector | info:89 | Quit requested by user
2026-01-09 15:18:13 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 15:18:13 | INFO     | STLDetector | info:89 | SYSTEM SHUTDOWN: Normal
2026-01-09 15:18:13 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 18:11:01 | INFO     | STLDetector | __init__:82 | Logging system initialized
2026-01-09 18:11:01 | INFO     | STLDetector | __init__:83 | Log directory: /home/rohit/Desktop/STL/logs
2026-01-09 18:11:01 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 18:11:01 | INFO     | STLDetector | info:89 | STL OBJECT DETECTION SYSTEM STARTING
2026-01-09 18:11:01 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 18:11:01 | INFO     | STLDetector | info:89 | Model: /home/rohit/Desktop/STL/runs/detect/stl_object/weights/best.pt
2026-01-09 18:11:01 | INFO     | STLDetector | info:89 | Camera: RealSense
2026-01-09 18:11:01 | INFO     | STLDetector | info:89 | Timestamp: 2026-01-09T18:11:01.994229
2026-01-09 18:11:01 | INFO     | STLDetector | info:89 | Confidence threshold: 0.65
2026-01-09 18:11:01 | INFO     | STLDetector | info:89 | Controls: q=quit, s=save, +/-=adjust confidence
2026-01-09 18:11:26 | INFO     | STLDetector | info:89 | Confidence decreased to 0.60
2026-01-09 18:11:41 | INFO     | STLDetector | info:89 | Quit requested by user
2026-01-09 18:11:42 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 18:11:42 | INFO     | STLDetector | info:89 | SYSTEM SHUTDOWN: Normal
2026-01-09 18:11:42 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 18:13:17 | INFO     | STLDetector | __init__:82 | Logging system initialized
2026-01-09 18:13:17 | INFO     | STLDetector | __init__:83 | Log directory: /home/rohit/Desktop/STL/logs
2026-01-09 18:13:32 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 18:13:32 | INFO     | STLDetector | info:89 | STL OBJECT DETECTION SYSTEM STARTING
2026-01-09 18:13:32 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 18:13:32 | INFO     | STLDetector | info:89 | Model: /home/rohit/Desktop/STL/runs/detect/stl_object/weights/best.pt
2026-01-09 18:13:32 | INFO     | STLDetector | info:89 | Camera: OpenCV
2026-01-09 18:13:32 | INFO     | STLDetector | info:89 | Timestamp: 2026-01-09T18:13:32.671337
2026-01-09 18:13:32 | INFO     | STLDetector | info:89 | Confidence threshold: 0.65
2026-01-09 18:13:32 | INFO     | STLDetector | info:89 | Controls: q=quit, s=save, +/-=adjust confidence
2026-01-09 18:14:02 | INFO     | STLDetector | info:89 | Quit requested by user
2026-01-09 18:14:02 | INFO     | STLDetector | info:89 | ============================================================
2026-01-09 18:14:02 | INFO     | STLDetector | info:89 | SYSTEM SHUTDOWN: Normal
2026-01-09 18:14:02 | INFO     | STLDetector | info:89 | ============================================================
2026-01-12 10:35:16 | INFO     | STLDetector | __init__:82 | Logging system initialized
2026-01-12 10:35:16 | INFO     | STLDetector | __init__:83 | Log directory: /home/rohit/Desktop/STL/logs
2026-01-12 10:35:16 | INFO     | STLDetector | info:89 | ============================================================
2026-01-12 10:35:16 | INFO     | STLDetector | info:89 | STL OBJECT DETECTION SYSTEM STARTING
2026-01-12 10:35:16 | INFO     | STLDetector | info:89 | ============================================================
2026-01-12 10:35:16 | INFO     | STLDetector | info:89 | Model: runs/detect/stl_object/weights/best.pt
2026-01-12 10:35:16 | INFO     | STLDetector | info:89 | Camera: RealSense
2026-01-12 10:35:16 | INFO     | STLDetector | info:89 | Timestamp: 2026-01-12T10:35:16.757935
2026-01-12 10:35:16 | INFO     | STLDetector | info:89 | Confidence threshold: 0.65
2026-01-12 10:35:16 | INFO     | STLDetector | info:89 | Controls: q=quit, s=save, +/-=adjust confidence
2026-01-12 10:38:40 | INFO     | STLDetector | info:89 | Quit requested by user
2026-01-12 10:38:41 | INFO     | STLDetector | info:89 | ============================================================
2026-01-12 10:38:41 | INFO     | STLDetector | info:89 | SYSTEM SHUTDOWN: Normal
2026-01-12 10:38:41 | INFO     | STLDetector | info:89 | ============================================================
